age_group,gender,race,timestamp,strategy,mask_level,share_id,filename,accepted,prompt,majority_vote
7,0,2,20230911112429940773,similar,accurate,61,7_0_2_20230911112429940773_similar_accurate.png,"[True, True, True, True, True]",asian male elderly,True
7,0,2,20230911112442473526,similar,moderate,61,7_0_2_20230911112442473526_similar_moderate.png,"[False, True, True]",asian male elderly,True
7,0,2,20230911112453940811,similar,imprecise,61,7_0_2_20230911112453940811_similar_imprecise.png,"[True, True, True, True]",asian male elderly,True
7,0,2,20230911112505263151,similar,accurate,62,7_0_2_20230911112505263151_similar_accurate.png,"[True, True, True, True, True]",asian male elderly,True
7,0,2,20230911112516267761,similar,moderate,62,7_0_2_20230911112516267761_similar_moderate.png,"[True, True, True, True, True]",asian male elderly,True
7,0,2,20230911112529038324,similar,imprecise,62,7_0_2_20230911112529038324_similar_imprecise.png,"[True, True, True]",asian male elderly,True
7,0,2,20230911112541404833,similar,accurate,63,7_0_2_20230911112541404833_similar_accurate.png,"[True, False, True]",asian male elderly,True
7,0,2,20230911112554234877,similar,moderate,63,7_0_2_20230911112554234877_similar_moderate.png,"[True, True, True, True]",asian male elderly,True
7,0,2,20230911112606830038,similar,imprecise,63,7_0_2_20230911112606830038_similar_imprecise.png,"[True, True]",asian male elderly,True
7,0,2,20230911112618509681,similar,accurate,64,7_0_2_20230911112618509681_similar_accurate.png,"[True, True, False, True, True]",asian male elderly,True
7,0,2,20230911112630582876,similar,moderate,64,7_0_2_20230911112630582876_similar_moderate.png,[True],asian male elderly,True
7,0,2,20230911112642022968,similar,imprecise,64,7_0_2_20230911112642022968_similar_imprecise.png,[True],asian male elderly,True
7,1,1,20230911113525989150,similar,accurate,65,7_1_1_20230911113525989150_similar_accurate.png,"[False, False]",black female elderly,False
7,1,1,20230911113537527733,similar,moderate,65,7_1_1_20230911113537527733_similar_moderate.png,"[False, False, True]",black female elderly,False
7,1,1,20230911113547756814,similar,imprecise,65,7_1_1_20230911113547756814_similar_imprecise.png,"[False, True, False]",black female elderly,False
7,1,1,20230911113605171267,similar,accurate,66,7_1_1_20230911113605171267_similar_accurate.png,"[True, True, True]",black female elderly,True
7,1,1,20230911113617268776,similar,moderate,66,7_1_1_20230911113617268776_similar_moderate.png,[True],black female elderly,True
7,1,1,20230911113629081351,similar,imprecise,66,7_1_1_20230911113629081351_similar_imprecise.png,[True],black female elderly,True
7,1,1,20230911113648883400,similar,accurate,67,7_1_1_20230911113648883400_similar_accurate.png,"[False, False]",black female elderly,False
7,1,1,20230911113706301949,similar,moderate,67,7_1_1_20230911113706301949_similar_moderate.png,"[True, False, False]",black female elderly,False
7,1,1,20230911113728788643,similar,imprecise,67,7_1_1_20230911113728788643_similar_imprecise.png,[False],black female elderly,False
7,1,1,20230911113741275823,similar,accurate,68,7_1_1_20230911113741275823_similar_accurate.png,[True],black female elderly,True
7,1,1,20230911113753229405,similar,moderate,68,7_1_1_20230911113753229405_similar_moderate.png,"[True, True, False]",black female elderly,True
7,1,1,20230911113805409587,similar,imprecise,68,7_1_1_20230911113805409587_similar_imprecise.png,"[False, False]",black female elderly,False
7,1,1,20230911113816960289,similar,accurate,69,7_1_1_20230911113816960289_similar_accurate.png,[True],black female elderly,True
7,1,1,20230911113828984812,similar,moderate,69,7_1_1_20230911113828984812_similar_moderate.png,"[True, True]",black female elderly,True
7,1,1,20230911113841143674,similar,imprecise,69,7_1_1_20230911113841143674_similar_imprecise.png,"[True, False, False, False]",black female elderly,False
0,0,1,20230911113955785596,similar,accurate,70,0_0_1_20230911113955785596_similar_accurate.png,"[True, True, True]",black male infant,True
0,0,1,20230911114008028516,similar,moderate,70,0_0_1_20230911114008028516_similar_moderate.png,"[True, True, True, True, True, True]",black male infant,True
0,0,1,20230911114020024481,similar,imprecise,70,0_0_1_20230911114020024481_similar_imprecise.png,"[True, True, True, True, True]",black male infant,True
0,0,1,20230911114032714140,similar,accurate,71,0_0_1_20230911114032714140_similar_accurate.png,"[True, True]",black male infant,True
0,0,1,20230911114050677623,similar,moderate,71,0_0_1_20230911114050677623_similar_moderate.png,[True],black male infant,True
0,0,1,20230911114103455195,similar,imprecise,71,0_0_1_20230911114103455195_similar_imprecise.png,"[True, True, True, True]",black male infant,True
0,0,1,20230911114114779350,similar,accurate,72,0_0_1_20230911114114779350_similar_accurate.png,"[True, False, True]",black male infant,True
0,0,1,20230911114126840467,similar,moderate,72,0_0_1_20230911114126840467_similar_moderate.png,"[True, True]",black male infant,True
0,0,1,20230911114138092130,similar,imprecise,72,0_0_1_20230911114138092130_similar_imprecise.png,"[True, True, True, True, True]",black male infant,True
0,0,1,20230911114152086947,similar,accurate,73,0_0_1_20230911114152086947_similar_accurate.png,"[True, True, True]",black male infant,True
0,0,1,20230911114215483957,similar,moderate,73,0_0_1_20230911114215483957_similar_moderate.png,[True],black male infant,True
0,0,1,20230911114227844473,similar,imprecise,73,0_0_1_20230911114227844473_similar_imprecise.png,[True],black male infant,True
0,0,1,20230911114238272249,similar,accurate,74,0_0_1_20230911114238272249_similar_accurate.png,[True],black male infant,True
0,0,1,20230911114248904679,similar,moderate,74,0_0_1_20230911114248904679_similar_moderate.png,"[True, True]",black male infant,True
0,0,1,20230911114259794589,similar,imprecise,74,0_0_1_20230911114259794589_similar_imprecise.png,"[True, True, True]",black male infant,True
0,0,1,20230911114310396144,similar,accurate,75,0_0_1_20230911114310396144_similar_accurate.png,[True],black male infant,True
0,0,1,20230911114322485595,similar,moderate,75,0_0_1_20230911114322485595_similar_moderate.png,"[True, True, True, True, True, True, True]",black male infant,True
0,0,1,20230911114333791371,similar,imprecise,75,0_0_1_20230911114333791371_similar_imprecise.png,[True],black male infant,True
0,1,3,20230911114405470688,similar,accurate,76,0_1_3_20230911114405470688_similar_accurate.png,"[True, True]",indian female infant,True
0,1,3,20230911114419687206,similar,moderate,76,0_1_3_20230911114419687206_similar_moderate.png,"[True, True, True, True]",indian female infant,True
0,1,3,20230911114433169117,similar,imprecise,76,0_1_3_20230911114433169117_similar_imprecise.png,"[True, True]",indian female infant,True
0,1,3,20230911114443614663,similar,accurate,77,0_1_3_20230911114443614663_similar_accurate.png,"[True, True, False]",indian female infant,True
0,1,3,20230911114454268697,similar,moderate,77,0_1_3_20230911114454268697_similar_moderate.png,"[True, True, True, True, True]",indian female infant,True
0,1,3,20230911114505174947,similar,imprecise,77,0_1_3_20230911114505174947_similar_imprecise.png,[True],indian female infant,True
0,1,3,20230911114523440404,similar,accurate,78,0_1_3_20230911114523440404_similar_accurate.png,"[False, True, True]",indian female infant,True
0,1,3,20230911114534706542,similar,moderate,78,0_1_3_20230911114534706542_similar_moderate.png,"[True, False, False, True, True]",indian female infant,True
0,1,3,20230911114546353697,similar,imprecise,78,0_1_3_20230911114546353697_similar_imprecise.png,"[True, False, False]",indian female infant,False
0,1,3,20230911114601924592,similar,accurate,79,0_1_3_20230911114601924592_similar_accurate.png,[True],indian female infant,True
0,1,3,20230911114620703908,similar,moderate,79,0_1_3_20230911114620703908_similar_moderate.png,"[True, True, True]",indian female infant,True
0,1,3,20230911114631298749,similar,imprecise,79,0_1_3_20230911114631298749_similar_imprecise.png,[True],indian female infant,True
1,0,0,20230911115337209324,random,accurate,80,1_0_0_20230911115337209324_random_accurate.png,"[True, True]",white male preschooler,True
1,0,0,20230911115347602235,random,moderate,80,1_0_0_20230911115347602235_random_moderate.png,"[True, True, True, True, True]",white male preschooler,True
1,0,0,20230911115358385844,random,imprecise,80,1_0_0_20230911115358385844_random_imprecise.png,"[True, True]",white male preschooler,True
1,0,0,20230911115416180837,random,accurate,81,1_0_0_20230911115416180837_random_accurate.png,"[True, True, True]",white male preschooler,True
1,0,0,20230911115427707146,random,moderate,81,1_0_0_20230911115427707146_random_moderate.png,"[True, True, True, True]",white male preschooler,True
1,0,0,20230911115439645747,random,imprecise,81,1_0_0_20230911115439645747_random_imprecise.png,[False],white male preschooler,False
1,0,0,20230911115451375527,random,accurate,82,1_0_0_20230911115451375527_random_accurate.png,"[False, False, False, False, False]",white male preschooler,False
1,0,0,20230911115503443723,random,moderate,82,1_0_0_20230911115503443723_random_moderate.png,"[True, True, True, True, True, True]",white male preschooler,True
1,0,0,20230911115514711314,random,imprecise,82,1_0_0_20230911115514711314_random_imprecise.png,"[True, True, True]",white male preschooler,True
1,0,0,20230911115526664624,random,accurate,83,1_0_0_20230911115526664624_random_accurate.png,"[False, False, False]",white male preschooler,False
1,0,0,20230911115538647969,random,moderate,83,1_0_0_20230911115538647969_random_moderate.png,"[True, False, False, False, True, False]",white male preschooler,False
1,0,0,20230911115549305333,random,imprecise,83,1_0_0_20230911115549305333_random_imprecise.png,"[True, True]",white male preschooler,True
1,0,0,20230911115606564040,random,accurate,84,1_0_0_20230911115606564040_random_accurate.png,"[True, True, True, True, True]",white male preschooler,True
1,0,0,20230911115617079385,random,moderate,84,1_0_0_20230911115617079385_random_moderate.png,"[True, True, True, True]",white male preschooler,True
1,0,0,20230911115627591639,random,imprecise,84,1_0_0_20230911115627591639_random_imprecise.png,"[True, True, True, True, True, True]",white male preschooler,True
1,1,2,20230911115652634592,random,accurate,85,1_1_2_20230911115652634592_random_accurate.png,"[False, False]",asian female preschooler,False
1,1,2,20230911115710235111,random,moderate,85,1_1_2_20230911115710235111_random_moderate.png,[False],asian female preschooler,False
1,1,2,20230911115721322550,random,imprecise,85,1_1_2_20230911115721322550_random_imprecise.png,"[True, True]",asian female preschooler,True
1,1,2,20230911115732911638,random,accurate,86,1_1_2_20230911115732911638_random_accurate.png,"[True, True, False, True, True, True]",asian female preschooler,True
1,1,2,20230911115744776315,random,moderate,86,1_1_2_20230911115744776315_random_moderate.png,[True],asian female preschooler,True
1,1,2,20230911115756237711,random,imprecise,86,1_1_2_20230911115756237711_random_imprecise.png,"[True, True, True, True, True]",asian female preschooler,True
1,1,2,20230911115808081268,random,accurate,87,1_1_2_20230911115808081268_random_accurate.png,"[False, False, False, True, True]",asian female preschooler,False
1,1,2,20230911115818748993,random,moderate,87,1_1_2_20230911115818748993_random_moderate.png,"[True, True, True]",asian female preschooler,True
1,1,2,20230911115829748107,random,imprecise,87,1_1_2_20230911115829748107_random_imprecise.png,"[False, False, False, False, True, True]",asian female preschooler,False
1,1,2,20230911115842852053,random,accurate,88,1_1_2_20230911115842852053_random_accurate.png,[False],asian female preschooler,False
1,1,2,20230911115853935216,random,moderate,88,1_1_2_20230911115853935216_random_moderate.png,"[True, True, True]",asian female preschooler,True
1,1,2,20230911115904924341,random,imprecise,88,1_1_2_20230911115904924341_random_imprecise.png,"[True, True]",asian female preschooler,True
2,0,3,20230911115940164215,random,accurate,89,2_0_3_20230911115940164215_random_accurate.png,"[True, True, True, True, False]",indian male school age child,True
2,0,3,20230911115951537922,random,moderate,89,2_0_3_20230911115951537922_random_moderate.png,"[True, True, True, True, True]",indian male school age child,True
2,0,3,20230911120003089697,random,imprecise,89,2_0_3_20230911120003089697_random_imprecise.png,[True],indian male school age child,True
2,0,3,20230911120014417899,random,accurate,90,2_0_3_20230911120014417899_random_accurate.png,"[False, False, False]",indian male school age child,False
2,0,3,20230911120026010326,random,moderate,90,2_0_3_20230911120026010326_random_moderate.png,"[True, True, True, True]",indian male school age child,True
2,0,3,20230911120038327897,random,imprecise,90,2_0_3_20230911120038327897_random_imprecise.png,"[True, True]",indian male school age child,True
2,0,3,20230911120048560006,random,accurate,91,2_0_3_20230911120048560006_random_accurate.png,"[True, True, True, True, True]",indian male school age child,True
2,0,3,20230911120059535716,random,moderate,91,2_0_3_20230911120059535716_random_moderate.png,"[True, False, True, True, True, True, True]",indian male school age child,True
2,0,3,20230911120113072519,random,imprecise,91,2_0_3_20230911120113072519_random_imprecise.png,[True],indian male school age child,True
2,0,3,20230911120123887903,random,accurate,92,2_0_3_20230911120123887903_random_accurate.png,"[True, True]",indian male school age child,True
2,0,3,20230911120135778628,random,moderate,92,2_0_3_20230911120135778628_random_moderate.png,[True],indian male school age child,True
2,0,3,20230911120147234676,random,imprecise,92,2_0_3_20230911120147234676_random_imprecise.png,"[True, True, True]",indian male school age child,True
2,0,3,20230911120159830429,random,accurate,93,2_0_3_20230911120159830429_random_accurate.png,"[True, True, True, True]",indian male school age child,True
2,0,3,20230911120210853472,random,moderate,93,2_0_3_20230911120210853472_random_moderate.png,"[True, False, True]",indian male school age child,True
2,0,3,20230911120222521225,random,imprecise,93,2_0_3_20230911120222521225_random_imprecise.png,"[True, True, True, True]",indian male school age child,True
2,0,3,20230911120234141109,random,accurate,94,2_0_3_20230911120234141109_random_accurate.png,[True],indian male school age child,True
2,0,3,20230911120245333365,random,moderate,94,2_0_3_20230911120245333365_random_moderate.png,"[True, True, True]",indian male school age child,True
2,0,3,20230911120256213398,random,imprecise,94,2_0_3_20230911120256213398_random_imprecise.png,"[True, True, True, True, True]",indian male school age child,True
2,1,1,20230911120318529292,random,accurate,95,2_1_1_20230911120318529292_random_accurate.png,[True],black female school age child,True
2,1,1,20230911120335765258,random,moderate,95,2_1_1_20230911120335765258_random_moderate.png,"[True, True, True]",black female school age child,True
2,1,1,20230911120346436469,random,imprecise,95,2_1_1_20230911120346436469_random_imprecise.png,"[True, True, True, False]",black female school age child,True
2,1,1,20230911120357904670,random,accurate,96,2_1_1_20230911120357904670_random_accurate.png,"[True, True, True, True, True]",black female school age child,True
2,1,1,20230911120409438983,random,moderate,96,2_1_1_20230911120409438983_random_moderate.png,"[True, True, True, True, True, True]",black female school age child,True
2,1,1,20230911120420808875,random,imprecise,96,2_1_1_20230911120420808875_random_imprecise.png,[True],black female school age child,True
2,1,1,20230911120433104806,random,accurate,97,2_1_1_20230911120433104806_random_accurate.png,"[True, False, True, True, True]",black female school age child,True
2,1,1,20230911120451808732,random,moderate,97,2_1_1_20230911120451808732_random_moderate.png,[True],black female school age child,True
2,1,1,20230911120504350925,random,imprecise,97,2_1_1_20230911120504350925_random_imprecise.png,"[True, True]",black female school age child,True
2,1,1,20230911120514855856,random,accurate,98,2_1_1_20230911120514855856_random_accurate.png,"[True, True]",black female school age child,True
2,1,1,20230911120526367667,random,moderate,98,2_1_1_20230911120526367667_random_moderate.png,[True],black female school age child,True
2,1,1,20230911120537623731,random,imprecise,98,2_1_1_20230911120537623731_random_imprecise.png,[True],black female school age child,True
2,1,1,20230911120549402908,random,accurate,99,2_1_1_20230911120549402908_random_accurate.png,"[True, True, True]",black female school age child,True
2,1,1,20230911120601069498,random,moderate,99,2_1_1_20230911120601069498_random_moderate.png,"[True, True, True, True]",black female school age child,True
2,1,1,20230911120612142193,random,imprecise,99,2_1_1_20230911120612142193_random_imprecise.png,"[True, True, True]",black female school age child,True
3,0,2,20230911120634129320,random,accurate,100,3_0_2_20230911120634129320_random_accurate.png,"[True, True]",asian male adolescents,True
3,0,2,20230911120644676303,random,moderate,100,3_0_2_20230911120644676303_random_moderate.png,[True],asian male adolescents,True
3,0,2,20230911120655534629,random,imprecise,100,3_0_2_20230911120655534629_random_imprecise.png,[True],asian male adolescents,True
3,0,2,20230911120707066130,random,accurate,101,3_0_2_20230911120707066130_random_accurate.png,[False],asian male adolescents,False
3,0,2,20230911120720321985,random,moderate,101,3_0_2_20230911120720321985_random_moderate.png,"[True, True, True]",asian male adolescents,True
3,0,2,20230911120732398764,random,imprecise,101,3_0_2_20230911120732398764_random_imprecise.png,[True],asian male adolescents,True
3,0,2,20230911120743466260,random,accurate,102,3_0_2_20230911120743466260_random_accurate.png,"[False, False, False, False]",asian male adolescents,False
3,0,2,20230911120754564876,random,moderate,102,3_0_2_20230911120754564876_random_moderate.png,"[True, True, True]",asian male adolescents,True
3,0,2,20230911120805310800,random,imprecise,102,3_0_2_20230911120805310800_random_imprecise.png,"[False, False]",asian male adolescents,False
3,0,2,20230911120816805019,random,accurate,103,3_0_2_20230911120816805019_random_accurate.png,[True],asian male adolescents,True
3,0,2,20230911120827430304,random,moderate,103,3_0_2_20230911120827430304_random_moderate.png,"[True, True]",asian male adolescents,True
3,0,2,20230911120837969211,random,imprecise,103,3_0_2_20230911120837969211_random_imprecise.png,"[True, True, True]",asian male adolescents,True
3,0,2,20230911120850325983,random,accurate,104,3_0_2_20230911120850325983_random_accurate.png,"[True, True]",asian male adolescents,True
3,0,2,20230911120900861447,random,moderate,104,3_0_2_20230911120900861447_random_moderate.png,"[True, True, True, True, True]",asian male adolescents,True
3,0,2,20230911120911567164,random,imprecise,104,3_0_2_20230911120911567164_random_imprecise.png,"[True, True, True]",asian male adolescents,True
3,0,2,20230911120922436245,random,accurate,105,3_0_2_20230911120922436245_random_accurate.png,[False],asian male adolescents,False
3,0,2,20230911120933484740,random,moderate,105,3_0_2_20230911120933484740_random_moderate.png,"[True, True, True]",asian male adolescents,True
3,0,2,20230911120944640915,random,imprecise,105,3_0_2_20230911120944640915_random_imprecise.png,"[True, True, True]",asian male adolescents,True
3,1,0,20230911121008063703,random,accurate,106,3_1_0_20230911121008063703_random_accurate.png,"[True, True, True]",white female adolescents,True
3,1,0,20230911121019335996,random,moderate,106,3_1_0_20230911121019335996_random_moderate.png,"[True, True]",white female adolescents,True
3,1,0,20230911121030803021,random,imprecise,106,3_1_0_20230911121030803021_random_imprecise.png,[True],white female adolescents,True
3,1,0,20230911121042194940,random,accurate,107,3_1_0_20230911121042194940_random_accurate.png,"[False, True, False]",white female adolescents,False
3,1,0,20230911121052675859,random,moderate,107,3_1_0_20230911121052675859_random_moderate.png,[True],white female adolescents,True
3,1,0,20230911121103508637,random,imprecise,107,3_1_0_20230911121103508637_random_imprecise.png,"[True, True, False]",white female adolescents,True
3,1,0,20230911121113809517,random,accurate,108,3_1_0_20230911121113809517_random_accurate.png,"[True, False, True]",white female adolescents,True
3,1,0,20230911121124799690,random,moderate,108,3_1_0_20230911121124799690_random_moderate.png,[True],white female adolescents,True
3,1,0,20230911121135477328,random,imprecise,108,3_1_0_20230911121135477328_random_imprecise.png,"[True, False, True, True, True]",white female adolescents,True
3,1,0,20230911121146514192,random,accurate,109,3_1_0_20230911121146514192_random_accurate.png,"[False, False, True]",white female adolescents,False
3,1,0,20230911121157948341,random,moderate,109,3_1_0_20230911121157948341_random_moderate.png,"[True, True, True, False, True, True]",white female adolescents,True
3,1,0,20230911121209179730,random,imprecise,109,3_1_0_20230911121209179730_random_imprecise.png,"[True, True, True, True]",white female adolescents,True
4,0,3,20230911121236269108,random,accurate,110,4_0_3_20230911121236269108_random_accurate.png,"[True, True, True, True, True]",indian male young adult,True
4,0,3,20230911121249347977,random,moderate,110,4_0_3_20230911121249347977_random_moderate.png,"[True, True, True, True]",indian male young adult,True
4,0,3,20230911121301120578,random,imprecise,110,4_0_3_20230911121301120578_random_imprecise.png,"[True, True, True]",indian male young adult,True
4,0,3,20230911121311983536,random,accurate,111,4_0_3_20230911121311983536_random_accurate.png,"[False, False]",indian male young adult,False
4,0,3,20230911121322407003,random,moderate,111,4_0_3_20230911121322407003_random_moderate.png,"[False, False, False, True]",indian male young adult,False
4,0,3,20230911121332847685,random,imprecise,111,4_0_3_20230911121332847685_random_imprecise.png,"[False, True, False]",indian male young adult,False
4,0,3,20230911121343626645,random,accurate,112,4_0_3_20230911121343626645_random_accurate.png,[True],indian male young adult,True
4,0,3,20230911121354451295,random,moderate,112,4_0_3_20230911121354451295_random_moderate.png,"[False, False]",indian male young adult,False
4,0,3,20230911121404846123,random,imprecise,112,4_0_3_20230911121404846123_random_imprecise.png,"[True, True]",indian male young adult,True
4,0,3,20230911121416063203,random,accurate,113,4_0_3_20230911121416063203_random_accurate.png,"[False, True, True]",indian male young adult,True
4,0,3,20230911121427504474,random,moderate,113,4_0_3_20230911121427504474_random_moderate.png,[True],indian male young adult,True
4,0,3,20230911121438019242,random,imprecise,113,4_0_3_20230911121438019242_random_imprecise.png,"[True, True, True, True]",indian male young adult,True
4,0,3,20230911121448977251,random,accurate,114,4_0_3_20230911121448977251_random_accurate.png,"[True, True]",indian male young adult,True
4,0,3,20230911121459317300,random,moderate,114,4_0_3_20230911121459317300_random_moderate.png,[True],indian male young adult,True
4,0,3,20230911121510463214,random,imprecise,114,4_0_3_20230911121510463214_random_imprecise.png,[True],indian male young adult,True
4,1,2,20230911121529479683,random,accurate,115,4_1_2_20230911121529479683_random_accurate.png,"[True, True, True, True, True, True]",asian female young adult,True
4,1,2,20230911121540181199,random,moderate,115,4_1_2_20230911121540181199_random_moderate.png,[True],asian female young adult,True
4,1,2,20230911121550452838,random,imprecise,115,4_1_2_20230911121550452838_random_imprecise.png,[True],asian female young adult,True
4,1,2,20230911121601755743,random,accurate,116,4_1_2_20230911121601755743_random_accurate.png,"[True, True]",asian female young adult,True
4,1,2,20230911121613248253,random,moderate,116,4_1_2_20230911121613248253_random_moderate.png,"[False, False]",asian female young adult,False
4,1,2,20230911121624242649,random,imprecise,116,4_1_2_20230911121624242649_random_imprecise.png,"[True, True]",asian female young adult,True
4,1,2,20230911121635259846,random,accurate,117,4_1_2_20230911121635259846_random_accurate.png,"[False, True, True]",asian female young adult,True
4,1,2,20230911121645855150,random,moderate,117,4_1_2_20230911121645855150_random_moderate.png,"[True, True, True, True]",asian female young adult,True
4,1,2,20230911121656362118,random,imprecise,117,4_1_2_20230911121656362118_random_imprecise.png,[False],asian female young adult,False
4,1,2,20230911121712798460,random,accurate,118,4_1_2_20230911121712798460_random_accurate.png,"[True, True]",asian female young adult,True
4,1,2,20230911121723502459,random,moderate,118,4_1_2_20230911121723502459_random_moderate.png,"[True, True]",asian female young adult,True
4,1,2,20230911121733924502,random,imprecise,118,4_1_2_20230911121733924502_random_imprecise.png,"[True, True, True, True, False]",asian female young adult,True
4,1,2,20230911121745479897,random,accurate,119,4_1_2_20230911121745479897_random_accurate.png,"[True, True, True]",asian female young adult,True
4,1,2,20230911121757486516,random,moderate,119,4_1_2_20230911121757486516_random_moderate.png,"[True, True, True, True, True, True, True]",asian female young adult,True
4,1,2,20230911121808965917,random,imprecise,119,4_1_2_20230911121808965917_random_imprecise.png,"[True, True]",asian female young adult,True
5,0,1,20230911121833219741,random,accurate,120,5_0_1_20230911121833219741_random_accurate.png,"[True, True, True]",black male adult,True
5,0,1,20230911121845106419,random,moderate,120,5_0_1_20230911121845106419_random_moderate.png,"[True, True, True]",black male adult,True
5,0,1,20230911121858159341,random,imprecise,120,5_0_1_20230911121858159341_random_imprecise.png,"[True, True]",black male adult,True
5,0,1,20230911121908738653,random,accurate,121,5_0_1_20230911121908738653_random_accurate.png,"[True, True, True, True]",black male adult,True
5,0,1,20230911121919306940,random,moderate,121,5_0_1_20230911121919306940_random_moderate.png,"[True, True, True, True]",black male adult,True
5,0,1,20230911121929690737,random,imprecise,121,5_0_1_20230911121929690737_random_imprecise.png,"[True, True, False, True, True]",black male adult,True
5,0,1,20230911121942536708,random,accurate,122,5_0_1_20230911121942536708_random_accurate.png,"[False, False, False, False, False, False, False]",black male adult,False
5,0,1,20230911121953447840,random,moderate,122,5_0_1_20230911121953447840_random_moderate.png,"[True, True, True, True, True]",black male adult,True
